공원,소재지,섹터,제목,언론사,보도일,링크,수집질의
덕유산,전북·경남,기타,"“야생화 지천”…덕유산국립공원, 초여름 꽃잔치 열린다",헤럴드경제,2026-05-11,https://news.google.com/rss/articles/CBMiVkFVX3lxTE00RXpVTk9uN2ViUDFOeG1MTm5WMUE1d2VUb3pPNEJRYmRUMXF4RG9MNjZpRENGQ3NmOFJKd0FoakxwV21ra0Y1TTVpTHViU3MwaUN2WEln?oc=5,덕유산 국립공원
(전체·공통),,탐방시설,가정의달 맞아 걷기 좋은 국립공원 탐방로 85곳 선정,동아일보,2026-05-11,https://news.google.com/rss/articles/CBMidkFVX3lxTFBEVVFxSENrNmxlZzJxZWdvVnZFekpaTDNpSGc1azA0ZjZWeW8zai1tUHBzOEpwVWZQck96ajZERmpWTnd5bkZ0WFNhV0xPZVhHNmdsZ1JBX2U2a1ZZMHpNQy00cEhJNTVvRWRPOU9IdlotbEt0a1HSAWZBVV95cUxNc1BURXg2VUpjMVlLa0NaUENCZ2RySktxeXd6bnM5bTNab1JrLWdGUmJzdFZ4bllwSlNNMHhqeDdUd2pEZ2VPbEEwMjBsWXpqUkpObjk5dktBVFZ5ZW5LNUZXeHRpNlE?oc=5,설악산 국립공원
(전체·공통),,탐방시설,가정의달 맞아 걷기 좋은 국립공원 탐방로 85곳 선정,v.daum.net,2026-05-11,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5xWlFITVBVb294UkxuT3lidUUxY0NXOURmMnkxOWhnSGhtc1VKMngydkttcTBTeldSeExyZFFZUUtxT2ZlOWI2Qk92LTVaZlE?oc=5,북한산 국립공원 탐방
(전체·공통),,기타,퐁냐-케방 국립공원에서 새로 발견된 동굴 안에는 무엇이 있을까요?,Vietnam.vn,2026-05-11,https://news.google.com/rss/articles/CBMimgFBVV95cUxQUkE3czkyZ2RVZFg1ajZSbVlhUW9qTWl2UGFCZHJNNlozSVpUTkg5OEFhX0dydWdtUEFNM2FWcDBjNkFNYzlYZERpTTZQVHRUNF9FSUlkdHd4NjZIS3BZazdsNjl6Mm1YR1J5UmdlWXNKYUZNbjZyMWptdnpxSkNKcENNQWl2alNRaEdIYTJlNVYtaUNYeDlYMTRR?oc=5,국립공원 구조
태백산,강원·경북,재난안전,"태백국유림관리소, 태백산 일원 산불 예방 합동 캠페인 전개",신아일보,2026-05-10,https://news.google.com/rss/articles/CBMicEFVX3lxTE1GTVNYb3RjS0VTUDRjanlGeHdtb3Y1MktwZzBBR3FVajJUTElsN2l3M19qMnBXck1QTTk5ZDUzVGNTaXQ4YUF1WWpuYW84LVNLa0pmZnZXS3pzYUZKQ25RWjA0cDhiYzNaX2hvUDJQMEM?oc=5,태백산 국립공원
지리산,전남·전북·경남,기타,"지리산 종주도 이제는 안심, QR코드로 찍는 안전 산행 서비스 시작",이트레블뉴스,2026-05-10,https://news.google.com/rss/articles/CBMiREFVX3lxTFBUWmN1TmtBcHBTQzZYVXY5UHhxZjY3alVRNUNiX0c3WmFOS004Vncwem1LTEZZRDZmZmV0SFVhUmhHWWJ4?oc=5,지리산 국립공원 탐방
월악산,충북·경북,재난안전,"월악산국립공원·단양국유림관리소, ‘산불 예방 캠페인’",충청일보,2026-05-10,https://news.google.com/rss/articles/CBMicEFVX3lxTE85b1F4ekx2bDl3YWlNal9sR3BNY3V5Q2ROS25HWjlVX1VTdmxKbjJhWThBSUNWbnpUdWN0TzlEdXhUMGVvVVhFb3pHYjVtdy01cUtzZHVERjljeVhhdlVYc2s2Y01mX2o3R25Wamh3T0c?oc=5,월악산 국립공원
설악산,강원,탐방시설,"""폐쇄됐던 길이 드디어 개방됐다""... 설악산·월출산과 어깨 나란히 하는 3대 암산 탐방로",아던트뉴스,2026-05-10,https://news.google.com/rss/articles/CBMib0FVX3lxTE0wU2V2a2dhTlpnNFlFeVdFYkVuak1taUN3RTQ1NnkyUmVaTzBUVkJJeVVRWG1nYWdOcS1KTEZ5d3RZaFlLc05lS0g3UzREY3RSUFl2TzA3WWNmY2xlTXNWekQ3TmREYmw4V2dKT2cwONIBc0FVX3lxTE5mZWZYYlVWS1VQMVY0VFRxVU41QkEzNkt1RGFWZmNqYUw0Y25iZVBxWGp6Q3hBUFlGcGtzTlc3YWlvSEVPdHNMYjd4c0liVFJtb2s0X2NPeFAySjBzLXkxZ3NIemx0cnlwaDFEdkZxaEZfTGc?oc=5,설악산 국립공원 탐방
무등산,광주·전남,구조출동,무등산서 조난된 30대 닷새만에 생환…생수로 버텨,연합뉴스TV,2026-05-10,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1HWTN2MzdMVUNZLWFhdTBHLW1aUGxOUE5YWFJMeHFaXzktczVJeF90V0VuWVA2N05hSHY3SVgxMlg0ellJaDhDYWZUSE5IWlNmMjBVYUQ3YUxac3lUdGdwLS1aZnpQT2s?oc=5,무등산 국립공원
무등산,광주·전남,구조출동,"무등산서 조난된 30대 남성 극적 구조…""생수 2병으로 닷새 버텨""",연합뉴스TV,2026-05-10,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1zWnJ1d0FpNlEwSjl0VXhtbmk5VnoxVUJVWXdQaVplZnlRc0s1X3NvLWtLR29SR3IwZVlxZUFKakwwMEo0RWZ3cE1uUU9ISjM1UlczYl9zMUh6UkJKMDg5bEhPX2hCR1k?oc=5,무등산 국립공원
무등산,광주·전남,구조출동,생수 2병으로 닷새 버텼다…무등산서 조난된 30대 기적의 생환,중앙일보,2026-05-10,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5VSloyQmdVbWUzbFBkY2lTVHNqc1ZBYkpveHN1cDVEWEVycUtXd2w4NjlGVVhnMXlSOTRBVzdoTXdIalg0S2pMSTJ5MnhwbDQ5NFpvNGh3?oc=5,무등산 국립공원
무등산,광주·전남,구조출동,무등산서 조난된 30대 닷새만에 생환…생수로 버텨,v.daum.net,2026-05-10,https://news.google.com/rss/articles/CBMiT0FVX3lxTE9nUHlYcU9GTWZSdjdRN0FPaDNSV0Z0blZuYURRRGdSNW1ZQ2p6SmhPeDBWWlpQX3dXTHI5LVJGRGNNbWxkYlRqWi1RT0xpd1U?oc=5,무등산 국립공원
무등산,광주·전남,구조출동,"광주 무등산 등산하다 조난된 30대, 생수 2병으로 닷새 버텼다",v.daum.net,2026-05-10,https://news.google.com/rss/articles/CBMiT0FVX3lxTE8teEVPMS0wNTR5ZE1UbHFoSUp5UXNQWF9WLWVyT3M1ZFB4U0o1d29EY2FFeTVhQmlNbktnckwyck1id1JoOWQxVnVVSmp4NzA?oc=5,무등산 국립공원
무등산,광주·전남,구조출동,"""아들이 집에 안 와요""...폰 두고 무등산 오른 30대, 실종 닷새 만에 구조 - 머니투데이",머니투데이,2026-05-10,https://news.google.com/rss/articles/CBMia0FVX3lxTE1tLVFYeWxIZXQ1QjZIc2VSZ185Si04YmpMQUdDaTEyaHJQVmJLNktpUGNseGsweGlyOW9GSTJfWGI4YjdGVnByejRNSWpvb1VrdllILWk1aTVMZFFocVVMQ1E1UHVFb1lhZTFR0gFwQVVfeXFMUGdydGsydF92emVhZUpfZXk4RG5KX1REVlIyUkZZODB4dkdQQThzVm5NbGdPbTJTMzV2V3Nja2NTc2c4M0YwV05jdEUzT0gya001a3JEVTdpU2JUa3IyV1VvMGk5WnBKQU0zZ0w2WDRiZw?oc=5,무등산 국립공원 구조
무등산,광주·전남,구조출동,"“운동 다녀올게” 30대, 무등산서 닷새 만 구조",광주타임즈,2026-05-10,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5zNDNKZGNrb1ZxVG45M0NGeXRPR1pNMVhyQmNUdEYxb19BTmJ3WG9scXVsWmh2bWpFdklJMElsVjFyNlFwcld0N05uVWVWSmRGb0hDQk5kc21hdWN6YkNIWnk0Rks?oc=5,무등산 국립공원 구조
무등산,광주·전남,구조출동,"""운동 다녀올게요"" 집 나간 30대, 무등산서 닷새 만에 구조",네이트,2026-05-10,https://news.google.com/rss/articles/CBMiU0FVX3lxTE42M3ZETVpYa2VYVEJPTWhzS3c3V3RORnlKSEc2VG1takFQWGdQeVBMc09fM2l6c0Vya3I5Qm5JaW1wdGt2Z0diY3dnQ0d2V1VKMFZJ?oc=5,무등산 국립공원 구조
한려해상,경남·전남,탐방시설,"한려해상, 남해 용문사 ‘한글 백일장’과 환경체험 프로그램 운영",경남일보,2026-05-09,https://news.google.com/rss/articles/CBMia0FVX3lxTE5IZTQ0ellwdlhfaUt6UDIyeDFVNjlDLWtBRExkVFBZeERGckFBRzRMRk9PZVNVVlh2WG4wZnlxVzAwbHRfUEFYOWE1ZVdhbEJQZ0RXMmE1QWgtWnZJR1I4ekhjenNScEx4OWg4?oc=5,한려해상 국립공원
지리산,전남·전북·경남,재난안전,"지리산국립공원전남사무소, 재난안전 관리 대학생 서포터즈단 발대식 개최",목포타임즈,2026-05-09,https://news.google.com/rss/articles/CBMibkFVX3lxTFBKQXJ1MS04U1Q5NHJQTzNBd0Nhc1FHcllISDg0UmF2US1VUFoyWk5aOHpBRzFMZ1JwQ0Fnb1FON3UxSGNFam12ZUJ4ZVFIUTRtZnlaRncyTzFaWWQ0aWRsOFY4U1dhVHd1OHNFQ0p3?oc=5,지리산 국립공원
월악산,충북·경북,재난안전,월악산국립공원사무소·단양국유림관리소 봄철 산불 예방 합동 캠페인 실시 새창으로 읽기,문경시민신문,2026-05-09,https://news.google.com/rss/articles/CBMie0FVX3lxTFBlRjJsb1RoTjgtc3hDWWtVYVZnYVBwR0FfeHlwVGFUTW5VaEFzZUhSM1YxRUo3bGhvaDc1aEdjMjF5dS1PMHZoYjNLTWlDN3J4YnZSU2lZTngyVHFUd1dDWGJ3M256V3V2QVY1SU05NHdYeW1Fc0hsQ2lvUQ?oc=5,월악산 국립공원
무등산,광주·전남,자원보전,2.8km 분홍 물결 지금 절정…무등산 백마능선 철쭉 만개,localm.kr,2026-05-09,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5zOTVHTXh3WnAybUhNdW5GTDBwTWlTMmppN3M5SXg0YU9qSTRBcWNkQm1ocjRZSVU1bFhONmJjTU1wUzB4TThTVm9ndHd0Wi1wank1NmtTSHppaW1wYXlQS1JlUlEzSDg?oc=5,무등산 국립공원
지리산,전남·전북·경남,탐방시설,"지리산국립공원, ‘안심산행 지원서비스’ 시범운영…탐방객안전 강화",타파인,2026-05-08,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9GcU9sVDVmcWpWZ2diVGdCSEhCa0FXUE5ZZ3R3UzZIc25LZkY1QWdnYVpYM3l4b0FreHVaQTY0TkdoLUo1Q0p6akwtck9ORWhUZ2Qzbkk2VVc1ZjNONEE?oc=5,지리산 국립공원
지리산,전남·전북·경남,기타,"지리산국립공원, ‘안심산행 지원 서비스’ 시범운영",남도방송,2026-05-08,https://news.google.com/rss/articles/CBMia0FVX3lxTE10WjVHdks5TE5hMXZ0QmJscW5Cc01ZWFExd2RSdWlPelRSa3dDWTVDMldieXZ2cDhHa2p6REpKYjN2R003R3A5WWJrZDMzb2FMU2w1cF9jc0lnOC1MWWxrUVotOFpMaXF4S0tz0gFvQVVfeXFMT3duRlV0LWlPVzFrMm1GRkJqb21xYmRLRUxjQXBGUFUzb0p4bkJqamRkWHZ1NkdERC1PbW43dUFaOC1GNjZJX2N2Z1d6R1l6MXRFVE9vX2VlaDRYeTNNeGpvZHc4VV9DWU9HT09FSDNz?oc=5,지리산 국립공원
지리산,전남·전북·경남,기타,지리산 종주길에 울리는 ‘곰 주의 알림종’,환경포커스,2026-05-08,https://news.google.com/rss/articles/CBMiXkFVX3lxTE41WE1BR2NsSERPNzV6aXNvOTR3V08xVlc0MUJrWXM5OXVsVHY4RE52MVFxaDZaOTF4dHhrS0lHOGlfc1JmMGtpc0VCRGlHNEtsS0tvdXUwQU5FQWhiUHc?oc=5,지리산 국립공원
팔공산,대구·경북,자원보전,"국립공원공단, 팔공산 계곡 불법시설물 정비... 생태복원 점검",BBS불교방송,2026-05-07,https://news.google.com/rss/articles/CBMia0FVX3lxTE5GVFdRcnlJaHlZSm50MHBHWjR4WTEwVGVJLW5sUVJMOXFEUzlTSnlBNWM1Q3kwWmxlaE9mYUlRX2RIdmU2NktWVjVZdjNDT2NwRkhrcWRqcWlCbzVqbllvdUlLbGc3eDdZVGxJ?oc=5,팔공산 국립공원
지리산,전남·전북·경남,기타,“종 울려서 반달곰 피해요”…지리산에 ‘곰 주의 알림종’ 늘린다,경향신문,2026-05-07,https://news.google.com/rss/articles/CBMiWkFVX3lxTFAwc29JY19YM1VZWDJHdFQtQmlOcExpTzk0QlAtYmJSaU9kbWJ4VTVwVWdpRHhZNExoUFItWjFMWnRIajlLU1BIX1VzTnZZalRGZnlvMmZ4TzFrUdIBX0FVX3lxTE1oRzJvZlRzSk83SHhmUWh2ODZaZ0VJYjBLUzJOQzEzQkZ0X0hJLVpscDU3MVpHVVI0WTRra3lyV1dLUlNTa19sMnVYSS1LREpOOXA3X2djckRoVEJOMDRJ?oc=5,지리산 국립공원
지리산,전남·전북·경남,행정,"국립공원공단, 지리산 종주길에 ‘곰 주의 알림종’ 운영",환경법률신문,2026-05-07,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5kQUVBbDNUaFZ6WFoyNE1kdG9RdTU2MjcwbHJROG44VDNwSHo0U3VqREU4WWhZVWR5bGJMSEZqc1czR1dEeHlzcW9NZTlKcnFLZk8tbjk0S1QyXzN1M3pwS0kxSlN6ZTA?oc=5,지리산 국립공원
지리산,전남·전북·경남,기타,“종 울려서 반달곰 피해요”…지리산에 ‘곰 주의 알림종’ 늘린다,v.daum.net,2026-05-07,https://news.google.com/rss/articles/CBMiT0FVX3lxTE1RNDk2S3RvR05EZWMweTJKZFBybG1KbUcway1wcjgzQTZNdklTY0dJcjd2blhlUzlJcFVCUUdFVmpaVnVBVlhCX3RzM3pFUXM?oc=5,지리산 국립공원
지리산,전남·전북·경남,탐방시설,지리산 종주길 곰 주의 알림종 확대 설치,2news.co.kr,2026-05-07,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1QVTlQa1F3N0h1SHItem44Q2JJMlloYmhsMTREWFZ0OFZySEJZa3ZwcWhIdF9XLU5GRmR2U2JPNnhsMVZvTEdmZktiREN1T1oxRkhnYTdSNjBYdjhfdkZHM0wxZmU1V2s?oc=5,지리산 국립공원 사고
소백산,충북·경북,탐방시설,"소백산국립공원, 초암사~국망봉 탐방로 구간 예약제 시행",매일신문,2026-05-07,https://news.google.com/rss/articles/CBMiYkFVX3lxTE1rOGI1NjE5MjhkWVlEQjVqZTFCWlNncnpNM3BwS09PSXFERGtmTmd3RnhvZ1FkZUpUU3Z5YXVXSnZzVDBkbVRQVmdicjJLckJBYjJSNElRVUY3VVpZc1ZTWDB3?oc=5,소백산 국립공원
무등산,광주·전남,자원보전,무등산국립공원 백마능선 분홍빛 철쭉 만개 - 머니투데이,머니투데이,2026-05-07,https://news.google.com/rss/articles/CBMiakFVX3lxTE4zdGZCWXNEU3doRzFWQzU3VU5ROGRyVzVERGl0N3M5NFBZV1BCaXN4Qk9FdElsNkJacWJhcG14b3ZwcjJFVEU2WURyTGhVeFZGMFotNmdJRG1DRHA2MVFwN2FmaWgxblNrQ1HSAW9BVV95cUxOYlhVNlAxdm5GXzZKQ2N4NkN4czRRS2hnYjF5RU9pOVBZdUtENDBWQnRoMjZMdkpjRnQyNlNuNGJQNjlINU02SHpJNWQ5ck9GNS16TnZCdzZoNjdqVzZmQkl0dDBodG80enFnY3pUWTA?oc=5,무등산 국립공원
무등산,광주·전남,기타,무등산 백마능선에 번진 분홍빛 철쭉 물결,로컬세계,2026-05-07,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBJNndFTng0Y09wYkFRbC1wclFPY25GaHNTdlhnVFdpVzFLQVNUUFlhcGNvSkF4TU0wdW5OTFprRkdMSXJNLXctTE5sT0x2X2JfbHRqZDlKUHlxSC0xVEFfY9IBWEFVX3lxTFBPYWtCZmMyYkJtR2hwMC1wRDZ4VEtmUkJJaEpfZmdXbTQ3cGtkekxhelNXcGJoMUxjZFBPdnl2em5KSllfMWpDM0x0YnBaWVpsSTdQeDlPQ0o?oc=5,무등산 국립공원
덕유산,전북·경남,자원보전,"덕유산국립공원, 5월부터 6월 초순까지 화려한 봄 야생화 만개",환경일보,2026-05-07,https://news.google.com/rss/articles/CBMiaEFVX3lxTE16Vl9uOWV2ZE5UNS1PZXJNY0ExdVdyYlFOcm9MQmRDendTNGFHYnVVaXQ2c1E4M2kzQkN5ZGNMWm9SQlRRVE84aHloOEFheXhmT1JDNUkxX2N6RzA4YlZxMmx3cDVtbTlk?oc=5,덕유산 국립공원
덕유산,전북·경남,기타,"덕유산국립공원, 봄 야생화 절정…적상산에서 향적봉까지 ‘꽃 향연’[포토뉴스]",타파인,2026-05-07,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9PcEZKaDI0dF84VC1CN2E4eXNaUmVWdnlmaU5VT1BlMHpzNUw3RFp4c1VoZTI2VTNQZkRQWVZ4WU0zd2VDWTB2aDM2dmFERkY3WWdsT2JkeEpuNlpQcVE?oc=5,덕유산 국립공원
내장산,전북·전남,기타,"내장산국립공원, 임신부 가족 위한 ‘숲속 태교 여행’ 운영",전라일보,2026-05-07,https://news.google.com/rss/articles/CBMibEFVX3lxTE5nUkROeFBHU0xpSnhVY0ZjdHdUbHVCaTFONHFiZFlDSWNveTZUZVFtMEltZkg0ZzRzOEdYcHRpNzVoblJIUUJPMHBWMGFyLWpIYUNvbnpWcVh3Q1owd3FVQmJOT3pKaVNWNW9LONIBcEFVX3lxTE5VRV9adjh3SHlTMWxUbUNOLWd0U3FUTUJlTFVrMGhPTnZMa040VkVUYVZ2U3dybGtFRmJfaGhfRURjUE8xR0FTS1dWNmVVTkZTNGVrTmxzLWlaREZmMHozZjNRNVlacUM1TTl2UnZzd2Q?oc=5,내장산 국립공원
금정산,부산·경남,기타,"부산 금정구, 금정산국립공원 시대 대응을 위한 현장 벤치마킹 추진",한국방송뉴스,2026-05-07,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9FcWV1SzM3eWZnWGZkbmxRRFE0NWxTLUM4SmExV2tpOV9NdW1Cdk14UTRQQ3N4VmdZTDk4WjlJekdZODlYeWZFS2pwZ1lyZ3ZjNkN0T052VW5kRkxfSlE?oc=5,금정산 국립공원 구조
팔공산,대구·경북,기타,'철거' 팔공산 기도 터 가봤더니...곳곳 '훼손 흔적',YTN,2026-05-06,https://news.google.com/rss/articles/CBMiXkFVX3lxTE94SU9uaGszT3VPa1RyWFVmZjNUX0EzZzJjbUVWb21KUk9udkJPM290S3pZOWJpeURVVGNwdC1BRjQ0akhpZnNyaDBlX0tsQ21pNXg2SkxRb3J3MmQ2MUE?oc=5,팔공산 국립공원
팔공산,대구·경북,기타,대구 팔공산 기생바위 기도터 철거 시작⋯‘긴 협의 끝 원상복구 착수’,경북매일,2026-05-06,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9fWUJsdmppLURwcWZBWG5XRlRIcG5sMGVSUUJDbFRMSjBZS0loRkl4MHpZbDU2bUkxR0prVjBtUGc2dVg2NGFvUnZuOEZpZU92R3hDcDFLSEdJQQ?oc=5,팔공산 국립공원
팔공산,대구·경북,기타,"부산 금정구, 금정산 국립공원 주사무소 유치 위해 팔공산 벤치마킹",뉴스1,2026-05-06,https://news.google.com/rss/articles/CBMiX0FVX3lxTE1ScE1yVEpMaDliN0RCV2JtckNBMGozVVM2UEI5YklWWHZLNFJTSW1RX0plbXIzRUZXZzYyR3U3SDdhUkYwM1BBS3hHMThoMzdDVkg1b01pWlpXdl9HbDMw?oc=5,팔공산 국립공원
팔공산,대구·경북,기타,대구 팔공산 기생바위 기도터 철거 시작⋯‘긴 협의 끝 원상복구 착수’,v.daum.net,2026-05-06,https://news.google.com/rss/articles/CBMiS0FVX3lxTFB3azQ2QkNWNkpfYURLT3VURUtCT0VkNVJXcVhKV0RmaUlLYWtCYU9FaEVqeTBNTUZyaUprSFdZZmhEeFdYWWJpMG05VQ?oc=5,팔공산 국립공원
태안해안,충남 태안,기타,"충남세종농협·농가주부모임, 태안해안국립공원서 ‘영농後 환경愛’ 정화 활동",농민신문,2026-05-06,https://news.google.com/rss/articles/CBMiWkFVX3lxTE90OFptVjhpMUdwektXNjZ5cVZOTzRwX2tqTWQxaUdsTTZKSVkzbk9mbGJJQWpxX21sbVJ4LU9MYklwQVZOdEtmc0pxNmJscWgwaElwMHUzLWVsZw?oc=5,태안해안 국립공원
치악산,강원 원주,탐방시설,"치악산 국립공원 횡성분소 부곡탐방지원센터, 공휴일 근무자 없어 불편",글로벌뉴스통신GNA,2026-05-06,https://news.google.com/rss/articles/CBMidEFVX3lxTE1JbWF5ZkJkb19HZl8xa3RLVkNsWGJ6elhwd2lua3FrdU5Zbmw3eXJBZFltekMweWExSXp0bVRIRm5ES3ZzM0pyZFN6ajlFN1d1d0NzQmpNSGtMLVJteXhuYmJJMWpPOVF5WHkzaVRkRDQtVlFT?oc=5,치악산 국립공원
덕유산,전북·경남,기타,"덕유산국립공원, 5월부터 6월 초순까지 화려한 봄 야생화 향연",뉴스N연합,2026-05-06,https://news.google.com/rss/articles/CBMiSkFVX3lxTE1xS2hzODl1RGZOd1kyNkl6YmdWeFZtbEQ0blpuQy1jUkhfNTVLUUFOVGVHNGJlV1JmZ3RrSnVSVEFhMXE5WnFNcDRn?oc=5,덕유산 국립공원
금정산,부산·경남,기타,"금정구, 금정산국립공원 시대 대응 위한 현장 벤치마킹 추진",부산일보,2026-05-06,https://news.google.com/rss/articles/CBMidEFVX3lxTE53NC05ZE1GTEtCLUhvcXNSN1pTX2ZFTXhPZE9fMkkzVlMzV0o1UVhLcDhFd0tDV3Y0MmplUTRVQ0kyS0lHZ0VQSjFhcmg1amJpT19WdHJPVy1BVnY5VWU1eW9tNXpYQTRLb1AxeUxldklKU2ZH?oc=5,팔공산 국립공원 구조
금정산,부산·경남,기타,"[오마이포토2026] ""금정산국립공원에서 산악마라톤? 취소해야""",OhmyNews,2026-05-06,https://news.google.com/rss/articles/CBMijgFBVV95cUxPdzRqbnlpTk5pMmZCWlpnekNlYkRUTUhZRlFyVW9qMTh3eWo2UENOQW9LQnFlNG9kNFhGVWZaTmhMa0xNSGpQRWV0T3NZNTY0WWNTMWFNdTNDcnBfSEg5Z25JZXYyNkJmcHR3SVptbDFCSkg5RGtwVnlKVWpyQVNlVEk3NTE5c25UMXFNSXNn?oc=5,금정산 국립공원 사고
금정산,부산·경남,기타,"부산 금정구, 금정산국립공원 시대 대응을 위한 현장 벤치마킹 추진",국제신문,2026-05-06,https://news.google.com/rss/articles/CBMijgFBVV95cUxPbUhVU2VSSjEzVGdVeWh1NnBYZi1mbFhRNWdjUS00OFdmWXBmSlR1RnNDN2ZPRzkxcF8tY0tfMXlsUEtGd2xmZ19SQ19rU1U3VkNocTRKYWpLT1ZUcFBxNVRUVUNLc0FwaVB0UXBncnA5czZJQ0hCc01NLVJZb3JTYmozTFA0ZG9QV0F3SS13?oc=5,금정산 국립공원 탐방
금정산,부산·경남,탐방시설,"[뭐라노] 금정산, 거미줄 같은 탐방로 체계적 관리 나선다",국제신문,2026-05-06,https://news.google.com/rss/articles/CBMijgFBVV95cUxPelczT2QwdHNnSVA3QkxEcXo0MXY3MGlhNXJnWk9YZU02VzVDcUtnd25GdC1Sd3I1YTdzOWNKZmhTY0NPbm9Wc3JfbEdKdW55RXN5aHFfODJ4WWxTdjd2N0YzbExIR3JJcGlWTGNZWG5nM2h5WE4xMmptZmR0eG5aTWdQQXQtV3QxWXlETzJ3?oc=5,금정산 국립공원 탐방
소백산,충북·경북,기타,"소백산국립공원북부사무소, 일회용 페트병 저감 혁신제품 도입 운영",동양일보,2026-05-05,https://news.google.com/rss/articles/CBMiakFVX3lxTE9sSEhPTkJMem9lWk5fenhyWE5TOVFFSDhKN1VzYmQwTzRMVXdNaXdaY1ZUSWFGZEZCOXZzY3kyLUJCdGZEaTl4eHdGYTZlcWoxTVJlY1R6dk00Y3ZJWnNlUUdfT1hHVXdNYnc?oc=5,소백산 국립공원
설악산,강원,기타,"설악산국립공원사무소, 설악산 5월 초 ‘깜짝 눈’…고지대 최대 5cm 적설, 산행 시 주의 필요",환경신문,2026-05-05,https://news.google.com/rss/articles/CBMiQ0FVX3lxTFB5ZjBwM1FFdnBicUJpb2Y3dF95amhySGdmS0hlbjZkOXE3NldLX2w4N1lXZ2FhRWFwSVVWZWl1NE1RcGs?oc=5,설악산 국립공원
금정산,부산·경남,기타,거미줄처럼 얽힌 금정산 등산로 손본다,국제신문,2026-05-05,https://news.google.com/rss/articles/CBMijgFBVV95cUxPSnRGejBBakliT0M0UnJsbm8zRnl5eWNnMmhUUWdZa29pVXVCQVZBcmdYcmpGUTRHV0YydmplUDJVR2RPZU01UFhGRnAzZVlKck1BZTE1RjV0d1Y1RTBicDJWQkg2Tk5ZWV9BeE9mbUFsaVlQQW5MMl9pNTVWMUNMTXJSc0JoZzRZYlpfTm93?oc=5,금정산 국립공원 탐방
(전체·공통),,기타,"""10억 들여 가꿨는데 입장료가 무료라니""... 국립공원이 명품 인정한 450년 다도해 어촌마을",아던트뉴스,2026-05-05,https://news.google.com/rss/articles/CBMib0FVX3lxTE9yVnhXUU1nOFhIZHRyYTFyZzJ6SXlzUHJaeUhYYkNhMkJUcFJWdENaQ21reDdxVy1DMGR3cTVVUjU2UUhSaWhLZy1NOFAyUGVyeE5INWpITGhVTWZjVzF5dVBFNlRIdmJaaHZiT1dRUdIBc0FVX3lxTFA1enVSdlZhOFhOTWljZ3ZQUzZvX1ZEX1UtUGZoRXR0Z2U2WWkwM0lHczU4SWtuNFNyRHVoTWtudkh1NjN1VFF5b0s2ZzR4Wlh5clBRTmF6MHoxYUNFV0dMdWl2LXRDcHhnU1dla0FaZjVuMFE?oc=5,다도해해상 국립공원
한라산,제주,기타,입하 앞두고…5월 한라산에 때아닌 상고대,KBS 뉴스,2026-05-04,https://news.google.com/rss/articles/CBMiW0FVX3lxTE51NlpzbE1PZ2F5aEV6QWJQOXhudkgySmcwdEt4Wm5ETlo4eTZWNWVIMWRjb3R6bDRNOFI5SDZkOGx2YllLbFlRVFBaTFp3bk8weTYycG1ualNwc2c?oc=5,한라산 국립공원
한라산,제주,자원보전,"""털진달래 만개"" 분홍빛 융단 깔린 한라산 늦봄…산악사고 주의",news.sbs.co.kr,2026-05-04,https://news.google.com/rss/articles/CBMiakFVX3lxTE9RSFpjS1h4VEFKQWxJTjRMcTZnZjFaeGtBbHQ0ZXE4ajJRRzlybmxfLUltTEVHdUFGVmZFTzNKNW1jSXV6VUlBWHhhRkdNZWs5dEtKSlBWT1JfS3B2bXU0U2gzbVVBb21ZX0E?oc=5,한라산 국립공원 사고
팔공산,대구·경북,기타,"팔공산 국립공원, 야간 산행·임산물 무단 채취 단속",대구MBC,2026-05-04,https://news.google.com/rss/articles/CBMiTEFVX3lxTE1PS2xpLTlkbDFVUTBuamtlSGlmU0xoV2RXY2ZzM1hDUFNPLURaNnJjM0RIa1F3RzJndkdCQnQzbkl6RE5RR1NBSDNoNlY?oc=5,팔공산 국립공원
